x,routeName,distributor,distributor_name,tsm_id,is_available,type,subType,chain,street,locality,city,district,state,country,pincode,class,landline,mobile,fax,email,contact_person,latitude,longitude,Sales Rep name,Territory Manager name,id,external_id,name,stage,retailer_created_date,retailer_created_by,retailer_created_by_name,modified_date,modified_by,deleted_date,deleted_by,CF_Collections Due,Profile Completeness,Shop Code
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"15, Regal Building, Connaught Place,, New Delhi, D",Connaught Place,Delhi,Central Delhi,Delhi,,,,,9268909196,,,hira lal,28.6301498,77.2180873,Anil Sharma,Rajan Lajras,3413375,ISOFF43,Twenty Four Seven Convenience Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,20-04-2018 17:26,Anil Sharma,,,,62,PV02670
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Rg 13 Ground Floor, New Delhi Airport Metro Expres",Connaught Place,Delhi,Central Delhi,Delhi,,,,,9911900990,,,MR.Hemant,28.642808,77.2243061,Anil Sharma,Rajan Lajras,3413376,ISOFF44,Veetrag Constructions Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,07-04-2018 18:24,Anil Sharma,,,,62,PV03418
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No.68, New Qutub Road Part-Ii, New Delhi, Del",New Qutub Road,Delhi,Central Delhi,Delhi,,,,,9654178727,,,Pappu kumar,28.6599843,77.2159325,Rahul Sharma,Rajan Lajras,3413377,ISOFF45,Vivek Chauhan,NA,15-03-2018 14:21,169480,Maneesh Kumar,22-04-2018 12:44,Rahul Sharma,,,,62,9VHN
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Cr-23 Concourse Level At, Shivaji Stadium Metro Station, Delhi, Delhi",Cannaught Place,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Anil Sharma,Rajan Lajras,3413381,ISOFF49,Fusion Expositions Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV03143
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Plto No.22, Block No-90, Cannaught Place New Delhi",Connaught Place,Delhi,New Delhi,Delhi,,,,,9818538688,,,gopa kumar,28.6329082,77.2159469,Anil Sharma,Rajan Lajras,3413392,ISOFF60,Rajiv Motors Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,07-04-2018 17:16,Anil Sharma,,,,62,9RML
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Plot No.1, Block-N, Bmc House, Connaught Circus, Delhi, Delhi, 110001",Connaught Circus,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Anil Sharma,Rajan Lajras,3413395,ISOFF63,Sabmiller India Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV02875
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No.3578 &3579, Netaji Subash Marg, Darya Ganj",Daryaganj,Delhi,West Delhi,Delhi,,,,,9958685865,,,chandar kant,28.6430283,77.2404191,Anil Sharma,Rajan Lajras,3413398,ISOFF66,Daryaganj,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 13:41,Anil Sharma,,,,62,4YPN
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 15 A, Parshvnath Metro Mall, Kashmiri Gat",Kashmiri Gate,Delhi,North Delhi,Delhi,,,,,9542714100,,,atul,28.6681268,77.2293802,Anil Sharma,Rajan Lajras,3413400,ISOFF68,Iqsr Certification Services Pvt. Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,12-04-2018 13:50,Anil Sharma,,,,62,PV02565
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No Pb-12-1, 24-A, 25-A & 26-A, Pulbangas, Met",Pulbangas,Delhi,North Delhi,Delhi,,,,,9810147351,,,anand sharma,28.6666617,77.207835,Anil Sharma,Rajan Lajras,3413402,ISOFF70,Jgs Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,10-04-2018 17:45,Anil Sharma,,,,62,PV03157
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Sh.No.45, Anant Raj Galleria, Mall, Gurudwara Rd K",Karol Bagh,Delhi,North West Delhi,Delhi,,,,,9718816251,,,Sanchit ji,28.6482723,77.1917259,Rahul Sharma,Rajan Lajras,3413405,ISOFF73,Mirador Hospitalibity Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,14-04-2018 15:15,Rahul Sharma,,,,62,9MHP
274509,Dhiraj Mishras Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 5 & 6, Jang Pura Extension. Market New De",Jang Pura,Delhi,New Delhi,Delhi,,,,1143550622,9899911838,,,bablu,28.5848729,77.24793108,Dhiraj Mishra,Rajan Lajras,3413406,ISOFF74,Ashok T. Gulrajani,NA,15-03-2018 14:21,169480,Maneesh Kumar,19-04-2018 12:17,Dhiraj Mishra,,,,62,9ATG
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"17-18, South Cinema Complex, Greater Kailash -Ii N",Gk 2,Delhi,New Delhi,Delhi,,,,,9958486828,,,MR.Abdul,28.5415273,77.2398604,Rajinder Singh,Rajan Lajras,3413407,ISOFF75,Chitranjan Suri,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 15:34,Rajinder Singh,,,,62,9CSI
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 38, Defence Colony, Mkt New Delhi-110024 ",Defence Colony,Delhi,New Delhi,Delhi,,,,,9811244045,,,MR.parmod,28.5735092,77.2301896,Rajinder Singh,Rajan Lajras,3413412,ISOFF80,Defence Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,04-04-2018 13:43,Rajinder Singh,,,,62,9DST
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Hs-10,Kailash Colony, Ground And Mezzanine Floor, ",Kailash Colony,Delhi,New Delhi,Delhi,,,,,9958766826,,,MR.chandan,28.552542,77.2414784,Rajinder Singh,Rajan Lajras,3413414,ISOFF82,Grand Bazaar- N.R.Media And Marketing Pvt.Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 14:17,Rajinder Singh,,,,62,PV02686
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 37, Guru Nanak Market, R Block, Greater K",Gk 1,Delhi,New Delhi,Delhi,,,,,9810419321,,,Mr.Raguvinder,28.5468642,77.244059,Rajinder Singh,Rajan Lajras,3413416,ISOFF84,Greater Kailash I,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 14:47,Rajinder Singh,,,,62,CV018
274508,Sanjay Kumars Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"G.F. C-3 Sda Market, Opposite Iit Gate New Delhi , New Delhi, Delhi",Iit,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Sanjay Kumar,Rajan Lajras,3413418,ISOFF86,Jain Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,9JPS
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No-Gtni-C-1, Property Development At Ghitorni, Metro Station, New Delhi, Delhi, Delhi",Ghitorni Metro Station,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Rajinder Singh,Rajan Lajras,3413419,ISOFF87,Jgs Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV03157
274509,Dhiraj Mishras Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"G-4 & G-5, 67-68 Chandra Bhawan,, Nehru Place, Delhi, Delhi, 110019",Nehru Place,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Dhiraj Mishra,Rajan Lajras,3413422,ISOFF90,M/S Discount Zone,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV02953
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"M-41, Greater Kailash I, Market, New Delhi , New D",Gk - 1,Delhi,New Delhi,Delhi,,,,,9650068780,,,MR.kishan,28.549939,77.2361723,Rajinder Singh,Rajan Lajras,3413425,ISOFF93,Morning Stores,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 12:28,Rajinder Singh,,,,62,9MS
274509,Dhiraj Mishras Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No.Gf-11, Ground Floor, Satyam Cinepax, Plot ",Nehru Place,Delhi,New Delhi,Delhi,,,,,8130855959,,,kamal,28.5498086,77.2509755,Dhiraj Mishra,Rajan Lajras,3413428,ISOFF96,P D Fabrication (P) Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,04-04-2018 18:28,Dhiraj Mishra,,,,62,9PDF
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 187-188, Mohan Singh Maeken, Ina, New Delhi, Delhi",Ina,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Rajinder Singh,Rajan Lajras,3413429,ISOFF97,Pawan Kumar Varma,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,9PKV
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 4,5 & 6,Jmd Kohinoor Galaria Mall, Gk-Ii,",Gk 2,Delhi,New Delhi,Delhi,,,,,9953838172,,,MR.Rohit kumar,28.5366633,77.2384533,Rajinder Singh,Rajan Lajras,3413430,ISOFF98,Raju Impex Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 16:02,Rajinder Singh,,,,62,PV03078
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"M-63, Ground Floor, Greater, Kailash -Ii New Delhi , New Delhi, Delhi",Gk - 2,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Rajinder Singh,Rajan Lajras,3413435,ISOFF103,Twenty Four Seven Conven. (Gk),NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,9TFS
,,,,170866,1,GT,,,"Plot No.18, Block Ab, Safdarjung Development Area Market New Delhi, New Delhi, Delhi",Safdarjung,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,,Rajan Lajras,3413437,ISOFF105,United Breweries Ltd (L-52D),NA,15-03-2018 14:21,169480,Maneesh Kumar,16-05-2018 17:16,Maneesh Kumar,,,,13,9UBL
274509,Dhiraj Mishras Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No-2 Krishna Market Lajpat Nagar, Delhi, Delhi",Lajpat Nagar,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Dhiraj Mishra,Rajan Lajras,3413438,ISOFF106,V Care Enterprises,NA,15-03-2018 14:21,169480,Maneesh Kumar,11-04-2018 13:56,Maneesh Kumar,,,,13,PV02952
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"E 1, E 2, Gf, Lsc, Madangir, New Delhi, New Delhi,",Madangiri,Delhi,South Delhi,Delhi,,,,,9213749827,,,MR.jaivir,28.5268306,77.2331067,Rajinder Singh,Rajan Lajras,3413441,ISOFF109,Ashok Kumar Arora,NA,15-03-2018 14:21,169480,Maneesh Kumar,12-04-2018 17:49,Rajinder Singh,,,,62,9AKA
274504,Rajinder Singhs Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"No.001 Gf Plot No.6, Community Center Saket Malviya Nagar Extn. New Delhi, New Delhi, Delhi, 110017",Malviya Nagar,Delhi,South Delhi,Delhi,India,,,,,,,,0,0,Rajinder Singh,Rajan Lajras,3413442,ISOFF110,Godfrey Phillips India Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,18-04-2018 19:21,Maneesh Kumar,,,,13,1GPI
274509,Dhiraj Mishras Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No 18 To 21 Local, Shoping Centre New Friends Colony, New Delhi, Delhi",New Friends Colony,Delhi,South Delhi,Delhi,India,,,,,,,,0,0,Dhiraj Mishra,Rajan Lajras,3413443,ISOFF111,Pristine Exports Pvt.Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,9PRI
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Gali No. 4, 31/2, Anand Prabat, Indl. Area, Delhi ",Anand Parvat,Delhi,Central Delhi,Delhi,,,,,9971745207,,,Suresh chand,28.6637221,77.1780796,Rahul Sharma,Rajan Lajras,3413448,ISOFF116,Anand Prabat,NA,15-03-2018 14:21,169480,Maneesh Kumar,19-04-2018 13:37,Rahul Sharma,,,,62,1BDV
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No-45 &46, Old Rajinder Nagar Market, Delhi, ",Old Rajender Singh Nagar,Delhi,Central Delhi,Delhi,,,,,9350175219,,,Tyagi ji,28.6412531,77.1854409,Rahul Sharma,Rajan Lajras,3413453,ISOFF121,Panchmukhi Enterprises,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 13:19,Rahul Sharma,,,,62,PV02637
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 101, Dda, Commercial Complex, Rajendra Pl",Rajindera Place,Delhi,Central Delhi,Delhi,,,,,9560084857,,,Ravinder ji,28.6432033,77.1771243,Rahul Sharma,Rajan Lajras,3413455,ISOFF123,Rajendra Place (Spl),NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 14:14,Rahul Sharma,,,,62,1BGN
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Sh.No.7,8,9 18 Gupta Complex, Plot No.1, Old Rohta",Old Rohtak Road,Delhi,Central Delhi,Delhi,,,,,9540240064,,,Bitto ji,28.6697463,77.1672545,Rahul Sharma,Rajan Lajras,3413457,ISOFF125,Rattan Singh,NA,15-03-2018 14:21,169480,Maneesh Kumar,26-04-2018 13:39,Rahul Sharma,,,,62,9RAT
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"18/43, 18/44, Gf, East Patel, Nagar New Delhi , New Delhi, Delhi",East Patel Nagar,Delhi,Central Delhi,Delhi,India,,,,,,,,0,0,Rahul Sharma,Rajan Lajras,3413462,ISOFF130,Twenty Four Seven Conven. (Pn),NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,9TFP
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Pvt. No. 07, Shop No. 11,12,13,14, Rajendra Bhawan",Rajendra Place,Delhi,Central Delhi,Delhi,,,,,9818512311,,,Harmeet ji,28.6432613,77.177565,Rahul Sharma,Rajan Lajras,3413463,ISOFF131,Vidushi Marketing And Promotions Pvt.Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 13:52,Rahul Sharma,,,,62,PV03354
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 107, Main Market, Shankar Road,, New Raji",New Rajinder Nagar,Delhi,Central Delhi,Delhi,,,,,8130336616,,,Aswani,28.6377239,77.181129,Rahul Sharma,Rajan Lajras,3413464,ISOFF132,Vishwendra Verma,NA,15-03-2018 14:21,169480,Maneesh Kumar,27-04-2018 13:39,Rahul Sharma,,,,62,9VIS
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. 28, Block No.4 & 5,, Rajindera Bhawan, Ra",Rajendra Place,Delhi,South Delhi,Delhi,,,,,9810192003,,,Kumud Bajaj,28.6433096,77.1774093,Rahul Sharma,Rajan Lajras,3413466,ISOFF134,Enokee Foods,NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 13:55,Rahul Sharma,,,,62,PV03204
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No.29, South Patel Nagar Market, New Delhi, D",South Patel Nagar,Delhi,West Delhi,Delhi,,,,,9971199271,,,Rajan ji,28.6449008,77.1688748,Rahul Sharma,Rajan Lajras,3413469,ISOFF137,Ashi Exports Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 14:18,Rahul Sharma,,,,62,PV03336
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"G-8, G-10, Plot No. A-7,8,9, Samrat Bhawan,Ranjit ",Ranjit Nagar,Delhi,West Delhi,Delhi,,,,,8629071216,,,Surjeet ji,28.6505768,77.1571241,Rahul Sharma,Rajan Lajras,3413470,ISOFF138,Hundred Dollar Dept. Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,22-04-2018 15:05,Rahul Sharma,,,,62,9BPL
274510,Rahul Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No. G-7,G-9,G-11, Shopping Center, Samrat Bha",Ranjit Nagar,Delhi,West Delhi,Delhi,,,,,8810542658,,,Trisam ji,28.6506329,77.1571895,Rahul Sharma,Rajan Lajras,3413471,ISOFF139,Inderjit Singh,NA,15-03-2018 14:21,169480,Maneesh Kumar,22-04-2018 15:04,Rahul Sharma,,,,62,9INS
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"G-85,86,87 & 89, Vardhman Central Mall, Lsc, Nehru",Nehru Vihar,Delhi,North Delhi,Delhi,,,,,7042708727,,,sahip,28.7087409,77.2185133,Vineet Kumar Rana,Sanjeev Kumar,3413472,ISOFF140,Ashi Exports Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,17-05-2018 13:51,Vineet Kumar Rana,,,,62,PV03336
274505,Anil Sharmas Route,555969,Indospirit Distribution Limited,170866,1,GT,,,"Shop No.6 Main Road, Malka Ganj , New Delhi, Delhi",Malka Ganj,Delhi,North Delhi,Delhi,,,,,9718644979,,,mahindar pall,28.6768257,77.2079133,Anil Sharma,Rajan Lajras,3413475,ISOFF143,Malka Ganj,NA,15-03-2018 14:21,169480,Maneesh Kumar,26-04-2018 19:21,Anil Sharma,,,,62,5MGAN
,,,,170866,1,GT,,,"G54,G57A,G58,1/2Portion Of G54A,Gf, Vardhman Centrall Mall,Nehru Vihar, Delhi, Delhi, 110054",Nehru Vihar,Delhi,North Delhi,Delhi,India,,,,,,,,,,,Rajan Lajras,3413477,ISOFF145,Om Sai Ram Enterprises,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,PV03362
